GL,Br,Statutory_GL,Statutory_Type,Transaction_Type,Headers
4492,NULL,628-03,Expense,RDCS,NULL
4492,NULL,628-03,Expense,RIN,NULL
4492,NULL,628-03,Expense,RRD,NULL
4492,NULL,628-03,Expense,XICR,NULL
4492,NULL,628-03,Expense,XINV,NULL
4492,NULL,628-03,Expense,XOIP,NULL
4492,NULL,628-03,Expense,XOIR,NULL
4492,NULL,628-03,Expense,XPMT,NULL
4492,NULL,628-03,Expense,XRCR,NULL
4492,NULL,628-03,Expense,XRIN,NULL
4492,NULL,628-03,Expense,YEND,NULL
4493,NULL,628-03,Expense,B2BT,NULL
4493,NULL,628-03,Expense,CADJ,NULL
4493,NULL,628-03,Expense,CLH,NULL
4493,NULL,628-03,Expense,DEP,NULL
4493,NULL,628-03,Expense,ES,NULL
4493,NULL,628-03,Expense,ICR,NULL
4493,NULL,628-03,Expense,INV,NULL
4493,NULL,628-03,Expense,IV,NULL
4493,NULL,628-03,Expense,JOE,NULL
4493,NULL,628-03,Expense,JOV,NULL
4493,NULL,628-03,Expense,OUPA,NULL
4493,NULL,628-03,Expense,PMT,NULL
4493,NULL,628-03,Expense,PRO,NULL
4493,NULL,628-03,Expense,RCR,NULL
4493,NULL,628-03,Expense,RDCS,NULL
4493,NULL,628-03,Expense,RIN,NULL
4493,NULL,628-03,Expense,RRD,NULL
4493,NULL,628-03,Expense,XICR,NULL
4493,NULL,628-03,Expense,XINV,NULL
4493,NULL,628-03,Expense,XOIP,NULL
4493,NULL,628-03,Expense,XOIR,NULL
4493,NULL,628-03,Expense,XPMT,NULL
4493,NULL,628-03,Expense,XRCR,NULL
4493,NULL,628-03,Expense,XRIN,NULL
4493,NULL,628-03,Expense,YEND,NULL
4494,NULL,628-03,Expense,B2BT,NULL
4494,NULL,628-03,Expense,CADJ,NULL
4494,NULL,628-03,Expense,CLH,NULL
4494,NULL,628-03,Expense,DEP,NULL
4494,NULL,628-03,Expense,ES,NULL
4494,NULL,628-03,Expense,ICR,NULL
4494,NULL,628-03,Expense,INV,NULL
4494,NULL,628-03,Expense,IV,NULL
4494,NULL,628-03,Expense,JOE,NULL
4494,NULL,628-03,Expense,JOV,NULL
4494,NULL,628-03,Expense,OUPA,NULL
4494,NULL,628-03,Expense,PMT,NULL
4494,NULL,628-03,Expense,PRO,NULL
4494,NULL,628-03,Expense,RCR,NULL
4494,NULL,628-03,Expense,RDCS,NULL
4494,NULL,628-03,Expense,RIN,NULL
4494,NULL,628-03,Expense,RRD,NULL
4494,NULL,628-03,Expense,XICR,NULL
4494,NULL,628-03,Expense,XINV,NULL
4494,NULL,628-03,Expense,XOIP,NULL
4494,NULL,628-03,Expense,XOIR,NULL
4494,NULL,628-03,Expense,XPMT,NULL
4494,NULL,628-03,Expense,XRCR,NULL
4494,NULL,628-03,Expense,XRIN,NULL
4494,NULL,628-03,Expense,YEND,NULL
4495,NULL,628-03,Expense,B2BT,NULL
4495,NULL,628-03,Expense,CADJ,NULL
4495,NULL,628-03,Expense,CLH,NULL
4495,NULL,628-03,Expense,DEP,NULL
4495,NULL,628-03,Expense,ES,NULL
4495,NULL,628-03,Expense,ICR,NULL
4495,NULL,628-03,Expense,INV,NULL
4495,NULL,628-03,Expense,IV,NULL
4495,NULL,628-03,Expense,JOE,NULL
4495,NULL,628-03,Expense,JOV,NULL
4495,NULL,628-03,Expense,OUPA,NULL
4495,NULL,628-03,Expense,PMT,NULL
4495,NULL,628-03,Expense,PRO,NULL
4495,NULL,628-03,Expense,RCR,NULL
4495,NULL,628-03,Expense,RDCS,NULL
4495,NULL,628-03,Expense,RIN,NULL
4495,NULL,628-03,Expense,RRD,NULL
4495,NULL,628-03,Expense,XICR,NULL
4495,NULL,628-03,Expense,XINV,NULL
4495,NULL,628-03,Expense,XOIP,NULL
4495,NULL,628-03,Expense,XOIR,NULL
4495,NULL,628-03,Expense,XPMT,NULL
4495,NULL,628-03,Expense,XRCR,NULL
4495,NULL,628-03,Expense,XRIN,NULL
4495,NULL,628-03,Expense,YEND,NULL
4496,NULL,628-03,Expense,B2BT,NULL
4496,NULL,628-03,Expense,CADJ,NULL
4496,NULL,628-03,Expense,CLH,NULL
4496,NULL,628-03,Expense,DEP,NULL
4496,NULL,628-03,Expense,ES,NULL
4496,NULL,628-03,Expense,ICR,NULL
4496,NULL,628-03,Expense,INV,NULL
4496,NULL,628-03,Expense,IV,NULL
4496,NULL,628-03,Expense,JOE,NULL
4496,NULL,628-03,Expense,JOV,NULL
4496,NULL,628-03,Expense,OUPA,NULL
4496,NULL,628-03,Expense,PMT,NULL
4496,NULL,628-03,Expense,PRO,NULL
4496,NULL,628-03,Expense,RCR,NULL
4496,NULL,628-03,Expense,RDCS,NULL
4496,NULL,628-03,Expense,RIN,NULL
4496,NULL,628-03,Expense,RRD,NULL
4496,NULL,628-03,Expense,XICR,NULL
4496,NULL,628-03,Expense,XINV,NULL
4496,NULL,628-03,Expense,XOIP,NULL
4496,NULL,628-03,Expense,XOIR,NULL
4496,NULL,628-03,Expense,XPMT,NULL
4496,NULL,628-03,Expense,XRCR,NULL
4496,NULL,628-03,Expense,XRIN,NULL
4496,NULL,628-03,Expense,YEND,NULL
4499,NULL,628-03,Expense,B2BT,NULL
4499,NULL,628-03,Expense,CADJ,NULL
4499,NULL,628-03,Expense,CLH,NULL
4499,NULL,628-03,Expense,DEP,NULL
4499,NULL,628-03,Expense,ES,NULL
4499,NULL,628-03,Expense,ICR,NULL
4499,NULL,628-03,Expense,INV,NULL
4499,NULL,628-03,Expense,IV,NULL
4499,NULL,628-03,Expense,JOE,NULL
4499,NULL,628-03,Expense,JOV,NULL
4499,NULL,628-03,Expense,OUPA,NULL
4499,NULL,628-03,Expense,PMT,NULL
4499,NULL,628-03,Expense,PRO,NULL
4499,NULL,628-03,Expense,RCR,NULL
4499,NULL,628-03,Expense,RDCS,NULL
4499,NULL,628-03,Expense,RIN,NULL
4499,NULL,628-03,Expense,RRD,NULL
4499,NULL,628-03,Expense,XICR,NULL
4499,NULL,628-03,Expense,XINV,NULL
4499,NULL,628-03,Expense,XOIP,NULL
4499,NULL,628-03,Expense,XOIR,NULL
4499,NULL,628-03,Expense,XPMT,NULL
4499,NULL,628-03,Expense,XRCR,NULL
4499,NULL,628-03,Expense,XRIN,NULL
4499,NULL,628-03,Expense,YEND,NULL
4505,NULL,628-11,Expense,CADJ,NULL
4505,NULL,628-11,Expense,CLH,NULL
4505,NULL,628-11,Expense,IV,NULL
4505,NULL,628-11,Expense,JOV,NULL
4505,NULL,628-11,Expense,OUPA,NULL
4505,NULL,628-11,Expense,RCR,NULL
4505,NULL,628-11,Expense,RDCS,NULL
4505,NULL,628-11,Expense,RIN,NULL
4505,NULL,628-11,Expense,XOIP,NULL
4505,NULL,628-11,Expense,XOIR,NULL
4505,NULL,628-11,Expense,XRCR,NULL
4505,NULL,628-11,Expense,XRIN,NULL
4505,NULL,704-11,Revenue,ICR,NULL
4505,NULL,704-11,Revenue,INV,NULL
4505,NULL,704-11,Revenue,XICR,NULL
4505,NULL,704-11,Revenue,XINV,NULL
4506,NULL,628-11,Expense,CADJ,NULL
4506,NULL,628-11,Expense,CLH,NULL
4506,NULL,628-11,Expense,IV,NULL
4506,NULL,628-11,Expense,JOV,NULL
4506,NULL,628-11,Expense,OUPA,NULL
4506,NULL,628-11,Expense,RDCS,NULL
4506,NULL,628-11,Expense,XOIP,NULL
4506,NULL,628-11,Expense,XOIR,NULL
4506,NULL,704-11,Revenue,ICR,NULL
4506,NULL,704-11,Revenue,INV,NULL
4506,NULL,704-11,Revenue,XICR,NULL
4506,NULL,704-11,Revenue,XINV,NULL
4507,NULL,628-11,Expense,CADJ,NULL
4507,NULL,628-11,Expense,CLH,NULL
4507,NULL,628-11,Expense,IV,NULL
4507,NULL,628-11,Expense,JOE,NULL
4507,NULL,628-11,Expense,JOV,NULL
4507,NULL,628-11,Expense,OUPA,NULL
4507,NULL,628-11,Expense,RCR,NULL
4507,NULL,628-11,Expense,RDCS,NULL
4507,NULL,628-11,Expense,RIN,NULL
4507,NULL,628-11,Expense,RRD,NULL
4507,NULL,628-11,Expense,XOIP,NULL
4507,NULL,628-11,Expense,XOIR,NULL
4507,NULL,628-11,Expense,XRCR,NULL
4507,NULL,628-11,Expense,XRIN,NULL
4507,NULL,628-11,Expense,YEND,NULL
4531,NULL,628-05,Expense,B2BT,NULL
4531,NULL,628-05,Expense,CADJ,NULL
4531,NULL,628-05,Expense,CLH,NULL
4531,NULL,628-05,Expense,DEP,NULL
4531,NULL,628-05,Expense,ES,NULL
4531,NULL,628-05,Expense,ICR,NULL
4531,NULL,628-05,Expense,INV,NULL
4531,NULL,628-05,Expense,IV,NULL
4531,NULL,628-05,Expense,JOE,NULL
4531,NULL,628-05,Expense,JOV,NULL
4531,NULL,628-05,Expense,OUPA,NULL
4531,NULL,628-05,Expense,PMT,NULL
4531,NULL,628-05,Expense,PRO,NULL
4531,NULL,628-05,Expense,RCR,NULL
4531,NULL,628-05,Expense,RDCS,NULL
4531,NULL,628-05,Expense,RIN,NULL
4531,NULL,628-05,Expense,RRD,NULL
4531,NULL,628-05,Expense,XICR,NULL
4531,NULL,628-05,Expense,XINV,NULL
4531,NULL,628-05,Expense,XOIP,NULL
4531,NULL,628-05,Expense,XOIR,NULL
4531,NULL,628-05,Expense,XPMT,NULL
4531,NULL,628-05,Expense,XRCR,NULL
4531,NULL,628-05,Expense,XRIN,NULL
4531,NULL,628-05,Expense,YEND,NULL
4532,NULL,628-01,Expense,B2BT,NULL
4532,NULL,628-01,Expense,CADJ,NULL
4532,NULL,628-01,Expense,CLH,NULL
4532,NULL,628-01,Expense,DEP,NULL
4532,NULL,628-01,Expense,ES,NULL
4532,NULL,628-01,Expense,ICR,NULL
4532,NULL,628-01,Expense,INV,NULL
4532,NULL,628-01,Expense,IV,NULL
4532,NULL,628-01,Expense,JOE,NULL
4532,NULL,628-01,Expense,JOV,NULL
4532,NULL,628-01,Expense,OUPA,NULL
4532,NULL,628-01,Expense,PMT,NULL
4532,NULL,628-01,Expense,PRO,NULL
4532,NULL,628-01,Expense,RCR,NULL
4532,NULL,628-01,Expense,RDCS,NULL
4532,NULL,628-01,Expense,RIN,NULL
4532,NULL,628-01,Expense,RRD,NULL
4532,NULL,628-01,Expense,XICR,NULL
4532,NULL,628-01,Expense,XINV,NULL
4532,NULL,628-01,Expense,XOIP,NULL
4532,NULL,628-01,Expense,XOIR,NULL
4532,NULL,628-01,Expense,XPMT,NULL
4532,NULL,628-01,Expense,XRCR,NULL
4532,NULL,628-01,Expense,XRIN,NULL
4532,NULL,628-01,Expense,YEND,NULL
4533,NULL,628-03,Expense,B2BT,NULL
4533,NULL,628-03,Expense,CADJ,NULL
4533,NULL,628-03,Expense,CLH,NULL
4533,NULL,628-03,Expense,DEP,NULL
4533,NULL,628-03,Expense,ES,NULL
4533,NULL,628-03,Expense,ICR,NULL
4533,NULL,628-03,Expense,INV,NULL
4533,NULL,628-03,Expense,IV,NULL
4533,NULL,628-03,Expense,JOE,NULL
4533,NULL,628-03,Expense,JOV,NULL
4533,NULL,628-03,Expense,OUPA,NULL
4533,NULL,628-03,Expense,PMT,NULL
4533,NULL,628-03,Expense,PRO,NULL
4533,NULL,628-03,Expense,RCR,NULL
4533,NULL,628-03,Expense,RDCS,NULL
4533,NULL,628-03,Expense,RIN,NULL
4533,NULL,628-03,Expense,RRD,NULL
4533,NULL,628-03,Expense,XICR,NULL
4533,NULL,628-03,Expense,XINV,NULL
4533,NULL,628-03,Expense,XOIP,NULL
4533,NULL,628-03,Expense,XOIR,NULL
4533,NULL,628-03,Expense,XPMT,NULL
4533,NULL,628-03,Expense,XRCR,NULL
4533,NULL,628-03,Expense,XRIN,NULL
4533,NULL,628-03,Expense,YEND,NULL
4534,NULL,628-02,Expense,B2BT,NULL
4534,NULL,628-02,Expense,CADJ,NULL
4534,NULL,628-02,Expense,CLH,NULL
4534,NULL,628-02,Expense,DEP,NULL
4534,NULL,628-02,Expense,ES,NULL
4534,NULL,628-02,Expense,ICR,NULL
4534,NULL,628-02,Expense,INV,NULL
4534,NULL,628-02,Expense,IV,NULL
4534,NULL,628-02,Expense,JOE,NULL
4534,NULL,628-02,Expense,JOV,NULL
4534,NULL,628-02,Expense,OUPA,NULL
4534,NULL,628-02,Expense,PMT,NULL
4534,NULL,628-02,Expense,PRO,NULL
4534,NULL,628-02,Expense,RCR,NULL
4534,NULL,628-02,Expense,RDCS,NULL
4534,NULL,628-02,Expense,RIN,NULL
4534,NULL,628-02,Expense,RRD,NULL
4534,NULL,628-02,Expense,XICR,NULL
4534,NULL,628-02,Expense,XINV,NULL
4534,NULL,628-02,Expense,XOIP,NULL
4534,NULL,628-02,Expense,XOIR,NULL
4534,NULL,628-02,Expense,XPMT,NULL
4534,NULL,628-02,Expense,XRCR,NULL
4534,NULL,628-02,Expense,XRIN,NULL
4534,NULL,628-02,Expense,YEND,NULL
4538,NULL,628-11,Expense,B2BT,NULL
4538,NULL,628-11,Expense,CADJ,NULL
4538,NULL,628-11,Expense,CLH,NULL
4538,NULL,628-11,Expense,DEP,NULL
4538,NULL,628-11,Expense,ES,NULL
4538,NULL,628-11,Expense,ICR,NULL
4538,NULL,628-11,Expense,INV,NULL
4538,NULL,628-11,Expense,IV,NULL
4538,NULL,628-11,Expense,JOE,NULL
4538,NULL,628-11,Expense,JOV,NULL
4538,NULL,628-11,Expense,OUPA,NULL
4538,NULL,628-11,Expense,PMT,NULL
4538,NULL,628-11,Expense,PRO,NULL
4538,NULL,628-11,Expense,RCR,NULL
4538,NULL,628-11,Expense,RDCS,NULL
4538,NULL,628-11,Expense,RIN,NULL
4538,NULL,628-11,Expense,RRD,NULL
4538,NULL,628-11,Expense,XICR,NULL
4538,NULL,628-11,Expense,XINV,NULL
4538,NULL,628-11,Expense,XOIP,NULL
4538,NULL,628-11,Expense,XOIR,NULL
4538,NULL,628-11,Expense,XPMT,NULL
4538,NULL,628-11,Expense,XRCR,NULL
4538,NULL,628-11,Expense,XRIN,NULL
4538,NULL,628-11,Expense,YEND,NULL
4539,NULL,628-15,Expense,B2BT,NULL
4539,NULL,628-15,Expense,CADJ,NULL
4539,NULL,628-15,Expense,CLH,NULL
4539,NULL,628-15,Expense,DEP,NULL
4539,NULL,628-15,Expense,ES,NULL
4539,NULL,628-15,Expense,ICR,NULL
4539,NULL,628-15,Expense,INV,NULL
4539,NULL,628-15,Expense,IV,NULL
4539,NULL,628-15,Expense,JOE,NULL
4539,NULL,628-15,Expense,JOV,NULL
4539,NULL,628-15,Expense,OUPA,NULL
4539,NULL,628-15,Expense,PMT,NULL
4539,NULL,628-15,Expense,PRO,NULL
4539,NULL,628-15,Expense,RCR,NULL
4539,NULL,628-15,Expense,RDCS,NULL
4539,NULL,628-15,Expense,RIN,NULL
4539,NULL,628-15,Expense,RRD,NULL
4539,NULL,628-15,Expense,XICR,NULL
4539,NULL,628-15,Expense,XINV,NULL
4539,NULL,628-15,Expense,XOIP,NULL
4539,NULL,628-15,Expense,XOIR,NULL
4539,NULL,628-15,Expense,XPMT,NULL
4539,NULL,628-15,Expense,XRCR,NULL
4539,NULL,628-15,Expense,XRIN,NULL
4539,NULL,628-15,Expense,YEND,NULL
4541,NULL,628-01,Expense,B2BT,NULL
4541,NULL,628-01,Expense,CADJ,NULL
4541,NULL,628-01,Expense,CLH,NULL
4541,NULL,628-01,Expense,DEP,NULL
4541,NULL,628-01,Expense,ES,NULL
4541,NULL,628-01,Expense,ICR,NULL
4541,NULL,628-01,Expense,INV,NULL
4541,NULL,628-01,Expense,IV,NULL
4541,NULL,628-01,Expense,JOE,NULL
4541,NULL,628-01,Expense,JOV,NULL
4541,NULL,628-01,Expense,OUPA,NULL
4541,NULL,628-01,Expense,PMT,NULL
4541,NULL,628-01,Expense,PRO,NULL
4541,NULL,628-01,Expense,RCR,NULL
4541,NULL,628-01,Expense,RDCS,NULL
4541,NULL,628-01,Expense,RIN,NULL
4541,NULL,628-01,Expense,RRD,NULL
4541,NULL,628-01,Expense,XICR,NULL
4541,NULL,628-01,Expense,XINV,NULL
4541,NULL,628-01,Expense,XOIP,NULL
4541,NULL,628-01,Expense,XOIR,NULL
4541,NULL,628-01,Expense,XPMT,NULL
4541,NULL,628-01,Expense,XRCR,NULL
4541,NULL,628-01,Expense,XRIN,NULL
4541,NULL,628-01,Expense,YEND,NULL
4542,NULL,628-02,Expense,B2BT,NULL
4542,NULL,628-02,Expense,CADJ,NULL
4542,NULL,628-02,Expense,CLH,NULL
4542,NULL,628-02,Expense,DEP,NULL
4542,NULL,628-02,Expense,ES,NULL
4542,NULL,628-02,Expense,ICR,NULL
4542,NULL,628-02,Expense,INV,NULL
4542,NULL,628-02,Expense,IV,NULL
4542,NULL,628-02,Expense,JOE,NULL
4542,NULL,628-02,Expense,JOV,NULL
4542,NULL,628-02,Expense,OUPA,NULL
4542,NULL,628-02,Expense,PMT,NULL
4542,NULL,628-02,Expense,PRO,NULL
4542,NULL,628-02,Expense,RCR,NULL
4542,NULL,628-02,Expense,RDCS,NULL
4542,NULL,628-02,Expense,RIN,NULL
4542,NULL,628-02,Expense,RRD,NULL
4542,NULL,628-02,Expense,XICR,NULL
4542,NULL,628-02,Expense,XINV,NULL
4542,NULL,628-02,Expense,XOIP,NULL
4542,NULL,628-02,Expense,XOIR,NULL
4542,NULL,628-02,Expense,XPMT,NULL
4542,NULL,628-02,Expense,XRCR,NULL
4542,NULL,628-02,Expense,XRIN,NULL
4542,NULL,628-02,Expense,YEND,NULL
4543,NULL,628-02,Expense,B2BT,NULL
4543,NULL,628-02,Expense,CADJ,NULL
4543,NULL,628-02,Expense,CLH,NULL
4543,NULL,628-02,Expense,DEP,NULL
4543,NULL,628-02,Expense,ES,NULL
4543,NULL,628-02,Expense,ICR,NULL
4543,NULL,628-02,Expense,INV,NULL
4543,NULL,628-02,Expense,IV,NULL
4543,NULL,628-02,Expense,JOE,NULL
4543,NULL,628-02,Expense,JOV,NULL
4543,NULL,628-02,Expense,OUPA,NULL
4543,NULL,628-02,Expense,PMT,NULL
4543,NULL,628-02,Expense,PRO,NULL
4543,NULL,628-02,Expense,RCR,NULL
4543,NULL,628-02,Expense,RDCS,NULL
4543,NULL,628-02,Expense,RIN,NULL
4543,NULL,628-02,Expense,RRD,NULL
4543,NULL,628-02,Expense,XICR,NULL
4543,NULL,628-02,Expense,XINV,NULL
4543,NULL,628-02,Expense,XOIP,NULL
4543,NULL,628-02,Expense,XOIR,NULL
4543,NULL,628-02,Expense,XPMT,NULL
4543,NULL,628-02,Expense,XRCR,NULL
4543,NULL,628-02,Expense,XRIN,NULL
4543,NULL,628-02,Expense,YEND,NULL
4544,NULL,628-50,Expense,B2BT,NULL
4544,NULL,628-50,Expense,CADJ,NULL
4544,NULL,628-50,Expense,CLH,NULL
4544,NULL,628-50,Expense,DEP,NULL
4544,NULL,628-50,Expense,ES,NULL
4544,NULL,628-50,Expense,ICR,NULL
4544,NULL,628-50,Expense,INV,NULL
4544,NULL,628-50,Expense,IV,NULL
4544,NULL,628-50,Expense,JOE,NULL
4544,NULL,628-50,Expense,JOV,NULL
4544,NULL,628-50,Expense,OUPA,NULL
4544,NULL,628-50,Expense,PMT,NULL
4544,NULL,628-50,Expense,PRO,NULL
4544,NULL,628-50,Expense,RCR,NULL
4544,NULL,628-50,Expense,RDCS,NULL
4544,NULL,628-50,Expense,RIN,NULL
4544,NULL,628-50,Expense,RRD,NULL
4544,NULL,628-50,Expense,XICR,NULL
4544,NULL,628-50,Expense,XINV,NULL
4544,NULL,628-50,Expense,XOIP,NULL
4544,NULL,628-50,Expense,XOIR,NULL
4544,NULL,628-50,Expense,XPMT,NULL
4544,NULL,628-50,Expense,XRCR,NULL
4544,NULL,628-50,Expense,XRIN,NULL
4544,NULL,628-50,Expense,YEND,NULL
4548,NULL,628-02,Expense,B2BT,NULL
4548,NULL,628-02,Expense,CADJ,NULL
4548,NULL,628-02,Expense,CLH,NULL
4548,NULL,628-02,Expense,DEP,NULL
4548,NULL,628-02,Expense,ES,NULL
4548,NULL,628-02,Expense,ICR,NULL
4548,NULL,628-02,Expense,INV,NULL
4548,NULL,628-02,Expense,IV,NULL
4548,NULL,628-02,Expense,JOE,NULL
4548,NULL,628-02,Expense,JOV,NULL
4548,NULL,628-02,Expense,OUPA,NULL
4548,NULL,628-02,Expense,PMT,NULL
4548,NULL,628-02,Expense,PRO,NULL
4548,NULL,628-02,Expense,RCR,NULL
4548,NULL,628-02,Expense,RDCS,NULL
4548,NULL,628-02,Expense,RIN,NULL
4548,NULL,628-02,Expense,RRD,NULL
4548,NULL,628-02,Expense,XICR,NULL
4548,NULL,628-02,Expense,XINV,NULL
4548,NULL,628-02,Expense,XOIP,NULL
4548,NULL,628-02,Expense,XOIR,NULL
4548,NULL,628-02,Expense,XPMT,NULL
4548,NULL,628-02,Expense,XRCR,NULL
4548,NULL,628-02,Expense,XRIN,NULL
4548,NULL,628-02,Expense,YEND,NULL
4550,NULL,704-06,Revenue,ICR,NULL
4550,NULL,704-06,Revenue,INV,NULL
4550,NULL,704-06,Revenue,XICR,NULL
4550,NULL,704-06,Revenue,XINV,NULL
4551,NULL,704-06,Revenue,ICR,NULL
4551,NULL,704-06,Revenue,INV,NULL
4551,NULL,704-06,Revenue,XICR,NULL
4551,NULL,704-06,Revenue,XINV,NULL
4552,NULL,704-06,Revenue,ICR,NULL
4552,NULL,704-06,Revenue,INV,NULL
4552,NULL,704-06,Revenue,XICR,NULL
4552,NULL,704-06,Revenue,XINV,NULL
4553,NULL,704-06,Revenue,ICR,NULL
4553,NULL,704-06,Revenue,INV,NULL
4553,NULL,704-06,Revenue,XICR,NULL
4553,NULL,704-06,Revenue,XINV,NULL
4554,NULL,704-06,Revenue,ICR,NULL
4554,NULL,704-06,Revenue,INV,NULL
4554,NULL,704-06,Revenue,XICR,NULL
4554,NULL,704-06,Revenue,XINV,NULL
4555,NULL,704-06,Revenue,ICR,NULL
4555,NULL,704-06,Revenue,INV,NULL
4555,NULL,704-06,Revenue,XICR,NULL
4555,NULL,704-06,Revenue,XINV,NULL
4556,NULL,704-06,Revenue,ICR,NULL
4556,NULL,704-06,Revenue,INV,NULL
4556,NULL,704-06,Revenue,XICR,NULL
4556,NULL,704-06,Revenue,XINV,NULL
4557,NULL,704-06,Revenue,ICR,NULL
4557,NULL,704-06,Revenue,INV,NULL
4557,NULL,704-06,Revenue,XICR,NULL
4557,NULL,704-06,Revenue,XINV,NULL
4558,NULL,704-06,Revenue,ICR,NULL
4558,NULL,704-06,Revenue,INV,NULL
4558,NULL,704-06,Revenue,XICR,NULL
4558,NULL,704-06,Revenue,XINV,NULL
4559,NULL,704-06,Revenue,ICR,NULL
4559,NULL,704-06,Revenue,INV,NULL
4559,NULL,704-06,Revenue,XICR,NULL
4559,NULL,704-06,Revenue,XINV,NULL
4560,NULL,704-06,Revenue,ICR,NULL
4560,NULL,704-06,Revenue,INV,NULL
4560,NULL,704-06,Revenue,XICR,NULL
4560,NULL,704-06,Revenue,XINV,NULL
4561,NULL,704-06,Revenue,ICR,NULL
4561,NULL,704-06,Revenue,INV,NULL
4561,NULL,704-06,Revenue,XICR,NULL
4561,NULL,704-06,Revenue,XINV,NULL
4562,NULL,704-06,Revenue,ICR,NULL
4562,NULL,704-06,Revenue,INV,NULL
4562,NULL,704-06,Revenue,XICR,NULL
4562,NULL,704-06,Revenue,XINV,NULL
4563,NULL,704-06,Revenue,ICR,NULL
4563,NULL,704-06,Revenue,INV,NULL
4563,NULL,704-06,Revenue,XICR,NULL
4563,NULL,704-06,Revenue,XINV,NULL
4564,NULL,704-06,Revenue,ICR,NULL
4564,NULL,704-06,Revenue,INV,NULL
4564,NULL,704-06,Revenue,XICR,NULL
4564,NULL,704-06,Revenue,XINV,NULL
4565,NULL,704-06,Revenue,ICR,NULL
4565,NULL,704-06,Revenue,INV,NULL
4565,NULL,704-06,Revenue,XICR,NULL
4565,NULL,704-06,Revenue,XINV,NULL
4566,NULL,704-06,Revenue,ICR,NULL
4566,NULL,704-06,Revenue,INV,NULL
4566,NULL,704-06,Revenue,XICR,NULL
4566,NULL,704-06,Revenue,XINV,NULL
4567,NULL,704-06,Revenue,ICR,NULL
4567,NULL,704-06,Revenue,INV,NULL
4567,NULL,704-06,Revenue,XICR,NULL
4567,NULL,704-06,Revenue,XINV,NULL
4568,NULL,704-06,Revenue,ICR,NULL
4568,NULL,704-06,Revenue,INV,NULL
4568,NULL,704-06,Revenue,XICR,NULL
4568,NULL,704-06,Revenue,XINV,NULL
4569,NULL,704-06,Revenue,ICR,NULL
4569,NULL,704-06,Revenue,INV,NULL
4569,NULL,704-06,Revenue,XICR,NULL
4569,NULL,704-06,Revenue,XINV,NULL
4570,NULL,704-06,Revenue,ICR,NULL
4570,NULL,704-06,Revenue,INV,NULL
4570,NULL,704-06,Revenue,XICR,NULL
4570,NULL,704-06,Revenue,XINV,NULL
4571,NULL,704-06,Revenue,ICR,NULL
4571,NULL,704-06,Revenue,INV,NULL
4571,NULL,704-06,Revenue,XICR,NULL
4571,NULL,704-06,Revenue,XINV,NULL
4572,NULL,704-06,Revenue,ICR,NULL
4572,NULL,704-06,Revenue,INV,NULL
4572,NULL,704-06,Revenue,XICR,NULL
4572,NULL,704-06,Revenue,XINV,NULL
4573,NULL,704-06,Revenue,ICR,NULL
4573,NULL,704-06,Revenue,INV,NULL
4573,NULL,704-06,Revenue,XICR,NULL
4573,NULL,704-06,Revenue,XINV,NULL
4574,NULL,704-06,Revenue,ICR,NULL
4574,NULL,704-06,Revenue,INV,NULL
4574,NULL,704-06,Revenue,XICR,NULL
4574,NULL,704-06,Revenue,XINV,NULL
4575,NULL,704-06,Revenue,ICR,NULL
4575,NULL,704-06,Revenue,INV,NULL
4575,NULL,704-06,Revenue,XICR,NULL
4575,NULL,704-06,Revenue,XINV,NULL
4576,NULL,704-06,Revenue,ICR,NULL
4576,NULL,704-06,Revenue,INV,NULL
4576,NULL,704-06,Revenue,XICR,NULL
4576,NULL,704-06,Revenue,XINV,NULL
4577,NULL,704-06,Revenue,ICR,NULL
4577,NULL,704-06,Revenue,INV,NULL
4577,NULL,704-06,Revenue,XICR,NULL
4577,NULL,704-06,Revenue,XINV,NULL
4578,NULL,704-06,Revenue,ICR,NULL
4578,NULL,704-06,Revenue,INV,NULL
4578,NULL,704-06,Revenue,XICR,NULL
4578,NULL,704-06,Revenue,XINV,NULL
4579,NULL,704-06,Revenue,ICR,NULL
4579,NULL,704-06,Revenue,INV,NULL
4579,NULL,704-06,Revenue,XICR,NULL
4579,NULL,704-06,Revenue,XINV,NULL
4580,NULL,704-06,Revenue,ICR,NULL
4580,NULL,704-06,Revenue,INV,NULL
4580,NULL,704-06,Revenue,XICR,NULL
4580,NULL,704-06,Revenue,XINV,NULL
4581,NULL,704-06,Revenue,ICR,NULL
4581,NULL,704-06,Revenue,INV,NULL
4581,NULL,704-06,Revenue,XICR,NULL
4581,NULL,704-06,Revenue,XINV,NULL
4582,NULL,704-06,Revenue,ICR,NULL
4582,NULL,704-06,Revenue,INV,NULL
4582,NULL,704-06,Revenue,XICR,NULL
4582,NULL,704-06,Revenue,XINV,NULL
4583,NULL,704-06,Revenue,ICR,NULL
4583,NULL,704-06,Revenue,INV,NULL
4583,NULL,704-06,Revenue,XICR,NULL
4583,NULL,704-06,Revenue,XINV,NULL
4584,NULL,704-06,Revenue,ICR,NULL
4584,NULL,704-06,Revenue,INV,NULL
4584,NULL,704-06,Revenue,XICR,NULL
4584,NULL,704-06,Revenue,XINV,NULL
4585,NULL,704-06,Revenue,ICR,NULL
4585,NULL,704-06,Revenue,INV,NULL
4585,NULL,704-06,Revenue,XICR,NULL
